,manga_id,title,type,score,scored_by,status,volumes,chapters,start_date,end_date,members,favorites,sfw,approved,created_at_before,updated_at,real_start_date,real_end_date,genres,themes,demographics,authors,serializations,synopsis,background,main_picture,url,title_english,title_japanese,title_synonyms
40200,139657,"Zubuzubu ni Aisareru kara Nanigoto kato Omottara, Wana deshita.",manga,,34,finished,2.0,10.0,2018-07-07,2020-09-12,110,0,True,True,2021-08-19 08:40:54+00:00,2021-08-19 08:40:54+00:00,2018-07-07,2020-09-12,"['Drama', 'Romance']",[],[],"[{'id': 44482, 'first_name': 'Monaka', 'last_name': 'Toyama', 'role': 'Story'}, {'id': 54237, 'first_name': 'Kanatsu', 'last_name': 'Karasuma', 'role': 'Art'}]",[],"""You're so wet... I'll go nice and deep inside you."" ""Ah... we can't... go any further."" Hinako had always dreamed of living on her own. But right after she finally got her wish, for a reason unbeknownst to her, the apartment manager, Harumi, had fallen in love with her at first sight. Although bewildered at first, one ""fateful event"" sparked a change in their relationship, pushing them to cross a line... With his throbbing member, his touch unlocked a waterfall of pleasure. Making love to her most intimate parts over and over, seducing her until she was under his spell... But lurking underneath it all... ""You adorable fool."" Harumi suddenly reveals a different side!? Could it be that he's been harboring a ""dark secret?""

(Source: Renta!)","Zubuzubu ni Aisareru kara Nanigoto kato Omottara, Wana deshita. was published digitally in English as Love Trap: I Couldn't Believe How Head Over Heels He was for Me, But It was Just a Trap. by Renta! and through other various online platforms.",https://cdn.myanimelist.net/images/manga/2/249340l.jpg,https://myanimelist.net/manga/139657/Zubuzubu_ni_Aisareru_kara_Nanigoto_kato_Omottara_Wana_deshita,"Love Trap: I Couldn't Believe How Head Over Heels He was for Me, But It was Just a Trap.",ズブズブに愛されるから何事かと思ったら、罠でした。,[]
40240,136927,Isekai Tensei shitara Aiken ga Saikyou ni Narimashita: Silver Fenrir to Ore ga Isekai Kurashi wo Hajimetara,light_novel,,19,currently_publishing,,,2020-11-30,,109,1,True,True,2021-05-25 04:28:57+00:00,2022-04-25 16:41:48+00:00,2020-11-30,,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",[],[],"[{'id': 38081, 'first_name': '', 'last_name': 'Ririnra', 'role': 'Art'}, {'id': 54349, 'first_name': '', 'last_name': 'Ryuuou', 'role': 'Story'}]",[],"Takumi is a wage slave who works overtime all the time. Only his little Maltese, Leo, can brighten his day. One day, however, he wakes up to find himself deep in an unknown forest. At his side is his pampered pup...who's now a giant mythical wolf! With his silver fenrir companion and his mysterious new ""Herb Cultivation"" power, he'll finally have the laid-back life he's always dreamed of!

(Source: Cross Infinite World)","Isekai Tensei shitara Aiken ga Saikyou ni Narimashita: Silver Fenrir to Ore ga Isekai Kurashi wo Hajimetara began as a web novel on Shousetsuka ni Narou and Kakuyomu on August 31, 2019. The first official volume was published on November 30, 2020 by Micro Magazine-sha under the GC Novels label. The series has been published in English as Even Dogs Go to Other Worlds: Life in Another World with My Beloved Hound by Cross Infinite World since April 24, 2022.",https://cdn.myanimelist.net/images/manga/3/245245l.jpg,https://myanimelist.net/manga/136927/Isekai_Tensei_shitara_Aiken_ga_Saikyou_ni_Narimashita__Silver_Fenrir_to_Ore_ga_Isekai_Kurashi_wo_Hajimetara,Even Dogs Go to Other Worlds: Life in Another World with My Beloved Hound,異世界転移したら愛犬が最強になりました～シルバーフェンリルと俺が異世界暮らしを始めたら～,['My Beloved Dog is the Strongest in Another World.']
40562,82853,Oniisan to Kozukuri★: Homodachi 100-nin Dekiru kana?,manga,,6,finished,1.0,1.0,2013-09-01,2013-09-01,107,0,False,True,2014-11-23 15:51:43+00:00,2019-06-08 04:42:18+00:00,2013-09,2013-09,"['Boys Love', 'Erotica', 'Romance']",[],[],"[{'id': 36734, 'first_name': 'Wataru', 'last_name': 'Masumi', 'role': 'Story & Art'}]",[],"Finally, my childhood dream came true, and I became a host of an educational TV show! Soon filming starts, and first up is some fun aerobics... Wait... People are fondling my butt... and my nipples... and grabbing me down there! What the?! Something's wrong with this production! Kento, my on-screen partner, keeps teasing me in an erotic manner... ""OK, now time for the Baby-Making March!"" Then he pushes me down, strips me naked... and as some fun music plays, all of a sudden it's time for male-on-male ""impregnation""! Stick it in! Move! 1, 2, 3, 4!

(Source: Renta!)",,https://cdn.myanimelist.net/images/manga/2/143505l.jpg,https://myanimelist.net/manga/82853/Oniisan_to_Kozukuri★__Homodachi_100-nin_Dekiru_kana,"Making babies with brother! -Let's ""mate"" 100 friends!-",おにいさんと子作り★ホモだち100人できるかな?,['Onii-san to Kozukuri']
40684,75709,Seventh Hole no Majo,light_novel,,8,finished,3.0,20.0,2013-11-19,2014-10-17,106,0,True,True,2014-07-09 18:36:22+00:00,2016-01-17 02:28:53+00:00,2013-11-19,2014-10-17,['Fantasy'],[],[],"[{'id': 18533, 'first_name': 'Haruaki', 'last_name': 'Fuyuno', 'role': 'Art'}, {'id': 32983, 'first_name': 'Asaka', 'last_name': 'Ikeda', 'role': 'Story'}]",[],,,https://cdn.myanimelist.net/images/manga/2/160977l.jpg,https://myanimelist.net/manga/75709/Seventh_Hole_no_Majo,"The Flying Witch Co. Rise Against Catastrophe ""The 7th Holes""",セブンスホールの魔女,[]
40774,118651,"Monster ga Afureru Sekai ni Natta node, Suki ni Ikitai to Omoimasu",light_novel,,13,currently_publishing,,,2018-06-14,,105,1,True,True,2019-03-28 03:04:32+00:00,2021-04-28 04:17:03+00:00,2018-06-14,,"['Action', 'Adventure', 'Fantasy']",[],[],"[{'id': 50348, 'first_name': '', 'last_name': 'Yosshaa!', 'role': 'Story'}, {'id': 53095, 'first_name': '', 'last_name': 'Koruse', 'role': 'Art'}]",[],"On his way home from his office, the main protagonist drove and ran over a big dog. At that moment, he suddenly heard a voice inside his head. ""The monster has been defeated, you have gained experience points."" ""Eh?"" Before anyone knew, the world had changed. Monsters appear, this is a game-like world where levels, skills, and status exist. This is an adventure where the modern world becomes fantasy and where the main protagonist has to strive hard for his survival.

(Source: Shousetsuka ni Narou, translated)",,https://cdn.myanimelist.net/images/manga/2/238146l.jpg,https://myanimelist.net/manga/118651/Monster_ga_Afureru_Sekai_ni_Natta_node_Suki_ni_Ikitai_to_Omoimasu,"The World Is Full of Monsters Now, Therefore I Want to Live as I Wish.",モンスターがあふれる世界になったので、好きに生きたいと思います,[]
40851,100328,Esterio no Kanrinin: Saikyou Yuusha datta Ore no Bishoujo Coaching Life,light_novel,,5,currently_publishing,,,2016-08-25,,105,0,True,True,2016-08-06 23:33:47+00:00,2018-05-07 11:00:19+00:00,2016-08-25,,['Fantasy'],"['Harem', 'School']",[],"[{'id': 39218, 'first_name': 'Kasu', 'last_name': 'Komeshiro', 'role': 'Art'}, {'id': 41826, 'first_name': 'Raika', 'last_name': 'Hara', 'role': 'Story'}]",[],,,https://cdn.myanimelist.net/images/manga/3/182543l.jpg,https://myanimelist.net/manga/100328/Esterio_no_Kanrinin__Saikyou_Yuusha_datta_Ore_no_Bishoujo_Coaching_Life,"I was the strongest brave, now I coach beautiful girls at the school ""Esterio""",魔法学園〈エステリオ〉の管理人~最強勇者だった俺の美少女コーチングライフ~,[]
41181,156577,"Risou no Seijo? Zannen, Nise Seijo deshita!: Kuso of the Year to Yobareta Akuyaku ni Tensei shita nda ga",light_novel,,41,currently_publishing,,,2021-08-10,,102,4,True,True,2023-03-04 17:13:36+00:00,2023-06-25 11:37:05+00:00,2021-08-10,,"['Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",[],"[{'id': 64566, 'first_name': '', 'last_name': 'Kabedondaikou', 'role': 'Story'}, {'id': 64567, 'first_name': '', 'last_name': 'Yunohito', 'role': 'Art'}]",[],"After yet another late night of playing his favorite dating sim, Fudou Niito—a self-proclaimed lazy NEET—suddenly wakes up to find himself inside the game! Stranger still, he hasn't been reincarnated as the main character, Verner, or as his beloved waifu, Eterna... Instead, he's Ellize, the absolutely awful fake saint who stole Eterna's rightful place and made her life a living hell! And so, Niito now has one goal: change the story to ensure the game's tragic heroine finally gets the happy ending she deserves! To do that, he'll have to play matchmaker for Verner and Eterna while also boosting the saint's popularity! Can this imposter scheme his way into a happy future for his favorite character?

(Source: J-Novel Club)","Risou no Seijo? Zannen, Nise Seijo deshita!: Kuso of the Year to Yobareta Akuyaku ni Tensei shita nda ga began as a web novel on January 31, 2020. The first official volume was published on August 10, 2021 by Kadokawa under the Kadokawa Books label. The series has been published digitally in English as Risou no Seijo? Zannen, Nise Seijo deshita!: Kuso of the Year to Yobareta Akuyaku ni Tensei shita nda ga by J-Novel Club under the J-Novel Heart imprint since June 12, 2023.",https://cdn.myanimelist.net/images/manga/3/277911l.jpg,https://myanimelist.net/manga/156577/Risou_no_Seijo_Zannen_Nise_Seijo_deshita__Kuso_of_the_Year_to_Yobareta_Akuyaku_ni_Tensei_shita_nda_ga,Fake Saint of the Year: You Wanted the Perfect Saint? Too Bad!,理想の聖女? 残念、偽聖女でした! ～クソオブザイヤーと呼ばれた悪役に転生したんだが～,[]
41195,30849,Conveni Robot Populi-chan,manga,,15,finished,4.0,64.0,2009-03-27,2012-12-27,102,1,True,True,2011-10-18 06:24:44+00:00,2017-01-19 16:48:32+00:00,2009-03-27,2012-12-27,"['Comedy', 'Slice of Life']",[],['Seinen'],"[{'id': 12513, 'first_name': 'Yuuichi', 'last_name': 'Hayashi', 'role': 'Story & Art'}]",['Comic Alive'],A 4-koma about a robot working at a convenience store.,,https://cdn.myanimelist.net/images/manga/3/147211l.jpg,https://myanimelist.net/manga/30849/Conveni_Robot_Populi-chan,Lovely Populi is a part-time job robot of the convenince store.,コンビニロボットぽぷりちゃん,"['Convenient Store Robot Populi-chan', 'Konbini Robot Populi-chan']"
41292,96658,Dareka ga Watashi wo Miteru: Tousatsusareta Onna,manga,,34,finished,,7.0,2011-01-01,2014-01-01,102,0,False,True,2016-02-09 21:03:46+00:00,2016-02-10 22:40:44+00:00,2011,2014,['Hentai'],[],[],"[{'id': 9701, 'first_name': '', 'last_name': 'Hyji', 'role': 'Story & Art'}]",[],A young wife gets into exhibitionism in an attempt to relieve stress. But someone sees her and later that day she receives a threatening e-mail...,,https://cdn.myanimelist.net/images/manga/3/172487l.jpg,https://myanimelist.net/manga/96658/Dareka_ga_Watashi_wo_Miteru__Tousatsusareta_Onna,Someone is looking at me.: Her secret is taken in the photograph,ダレカガワタシヲミテル～盗撮された女～,[]
41415,65333,"Do S Megane, Tokidoki Dame Otoko",manga,,10,finished,1.0,4.0,2013-06-10,2013-06-10,101,0,False,True,2014-01-08 10:37:43+00:00,2021-11-14 22:53:51+00:00,2013-06-10,2013-06-10,"['Boys Love', 'Erotica']",[],[],"[{'id': 3348, 'first_name': 'Miki', 'last_name': 'Araya', 'role': 'Story & Art'}]",['GUSH'],"Despite his sadistic appearance, an author of SM novels turns out to be masochistic when he is with his lover. ",,https://cdn.myanimelist.net/images/manga/3/112113l.jpg,https://myanimelist.net/manga/65333/Do_S_Megane_Tokidoki_Dame_Otoko,Super Sadistic Guy Wearing Glasses Sometimes Can't Do Anything Right,ドSメガネ、ときどきダメ男,[]
41635,142813,"Yuujin ni 500-en Kashitara Shakkin no Kata ni Imouto wo Yokoshitekita no dakeredo, Ore wa Ittai Dousureba Ii n darou",light_novel,,9,currently_publishing,,,2021-09-30,,100,0,True,True,2021-12-30 16:54:06+00:00,2021-12-30 19:38:28+00:00,2021-09-30,,"['Comedy', 'Romance']",[],[],"[{'id': 37791, 'first_name': '', 'last_name': 'Yukiko', 'role': 'Art'}, {'id': 54539, 'first_name': '', 'last_name': 'Toshizou', 'role': 'Story'}]",[],"""I'm here as the collateral for my brother's debt. I will be in your care from now on.""

Akari Miyamae suddenly came barging in into Motomu Shiragi's apartment. Giving off the impression of a good girl who cares for her brother, and a beautiful girl who would be gossiped about throughout the school, Akari suddenly offers herself as collateral for her brother's loan. And that's just for 500 yen.

""Until my brother pays off his loan, I will gladly be your possession, senpai!"" she declared happily, for some reason.

Motomu was bewildered by the overly wild development, but Akari pushily cajoles him and steadily goes forward with the preparation to freeload. And of course, this whole ""collateral"" thing has another motive―it's the start of a single-room cohabitation with a beautiful proactive girl!

(Source: NU)","Yuujin ni 500-en Kashitara Shakkin no Kata ni Imouto wo Yokoshitekita no dakeredo, Ore wa Ittai Dousureba Ii n darou began as a web novel on Kakuyomu on April 25, 2020. Kadokawa has released a revised and illustrated version of the series since September 30, 2021 under its Famitsu Bunko label.",https://cdn.myanimelist.net/images/manga/1/253876l.jpg,https://myanimelist.net/manga/142813/Yuujin_ni_500-en_Kashitara_Shakkin_no_Kata_ni_Imouto_wo_Yokoshitekita_no_dakeredo_Ore_wa_Ittai_Dousureba_Ii_n_darou,I Lent 500 Yen to a Friend. His Sister Came to My House Instead of Borrowing. What Should I Do?,友人に500円貸したら借金のカタに妹をよこしてきたのだけれど、俺は一体どうすればいいんだろう,[]
41642,117445,Little Witch Academia: Detarame Majo to Yousei no Kuni,novel,,22,finished,1.0,9.0,2017-04-15,2017-04-15,99,4,True,True,2019-01-30 13:29:50+00:00,2022-10-02 23:55:59+00:00,2017-04-15,2017-04-15,"['Adventure', 'Comedy', 'Fantasy']",['School'],['Kids'],"[{'id': 61353, 'first_name': 'Momo', 'last_name': 'Tachibana', 'role': 'Story'}, {'id': 61354, 'first_name': 'Eku', 'last_name': 'Uekura', 'role': 'Art'}]",[],"I'm Atsuko Kagari, but you can call me Akko! It's been my lifelong dream to become. Awitch, and I came all the way from Japan to attend the prestigious Luna Nova Witchcraft Academy. But then I found out all we ever do is study, study, study! I swear! What's with this place?!

Well, we finally left our desks to go on a class trip to Doras Hill, and things were going smoothly for once!...That is, until I met the guardian of the hill, Sifla. Wait, whadja say, Sifla? Did your cat and dog run away from home? Don't worry. Lotte, Sucy, and I will find them for you! After all, we're three hearts that beat as one, right?

(Source: Yen Press)","Little Witch Academia: Detarame Majo to Yousei no Kuni was published in English as Little Witch Academia: The Nonsensical Witch and the Country of the Fairies by Yen Press on August 6, 2019.",https://cdn.myanimelist.net/images/manga/1/269566l.jpg,https://myanimelist.net/manga/117445/Little_Witch_Academia__Detarame_Majo_to_Yousei_no_Kuni,Little Witch Academia: The Nonsensical Witch and the Country of the Fairies,リトルウィッチアカデミア でたらめ魔女と妖精の国,[]
41781,131244,Akazukin no Ookami Deshi: Tsuki e no Yuigon,doujinshi,,9,currently_publishing,,,2019-05-12,,99,0,True,True,2020-11-23 16:18:28+00:00,2021-12-14 22:56:37+00:00,2019-05-12,,"['Adventure', 'Fantasy']",[],[],"[{'id': 19757, 'first_name': 'Sayaka', 'last_name': 'Mogi', 'role': 'Story & Art'}]",[],"Humans. Beastkins. Hunters. There are three kinds of ""humans"" in this world. In the past there used to be a lot of werewolves, but now only few of them are left. The twins have had a sad fate. A hunter started to make amends. This is a testament to the lovely ""moon.""

(Source: author's Booth shop)","The first volume of Akazukin no Ookami Deshi: Tsuki e no Yuigon was translated into English and has been sold on the author's Booth store since August 7, 2020. The series has also been licensed for print release by Glacier Bay Books.",https://cdn.myanimelist.net/images/manga/1/253352l.jpg,https://myanimelist.net/manga/131244/Akazukin_no_Ookami_Deshi__Tsuki_e_no_Yuigon,Red Riding Hood's Wolf Apprentice: Testament to the Moon,赤ずきんの狼弟子 ー月への遺言ー,[]
